parent_asin,year_month,feature_name,contribution
B06Y2CLCQK,2020-03,history_12m_review_count,47.6
B06Y2CLCQK,2020-03,history_1m_review_count,58.7
B06ZXZ5SFQ,2020-03,history_12m_low_rating_ratio,20.8
B06ZXZ5SFQ,2020-03,history_3m_low_rating_ratio,27.7
B06ZXZ5SFQ,2020-03,history_6m_low_rating_ratio,29.7
B06ZXZ5SFQ,2020-03,low_rating_ratio,38.4
B06ZXZ5SFQ,2020-03,history_3m_vs_6m_low_rating_ratio_delta,34.3
B06ZXZ5SFQ,2020-03,history_3m_vs_12m_low_rating_ratio_delta,58.7
B06ZXZ5SFQ,2020-03,avg_rating,25.8
B06ZXZ5SFQ,2020-03,history_12m_avg_rating,27.1
B06ZXZ5SFQ,2020-03,history_6m_avg_rating,38.1
B06ZXZ5SFQ,2020-03,history_3m_avg_rating,40.8
B06ZXZ5SFQ,2020-03,review_count,74.4
B06ZXZ5SFQ,2020-03,history_3m_review_count,51.3
B06ZXZ5SFQ,2020-03,history_12m_review_count,42.5
B06ZXZ5SFQ,2020-03,history_1m_review_count,49.8
B072JL5W21,2020-03,history_12m_low_rating_ratio,30.4
B072JL5W21,2020-03,history_3m_low_rating_ratio,23.4
B072JL5W21,2020-03,history_6m_low_rating_ratio,21.9
B072JL5W21,2020-03,low_rating_ratio,39.4
B072JL5W21,2020-03,history_3m_vs_6m_low_rating_ratio_delta,49.2
B072JL5W21,2020-03,history_3m_vs_12m_low_rating_ratio_delta,24.3
B072JL5W21,2020-03,avg_rating,41.0
B072JL5W21,2020-03,history_12m_avg_rating,26.2
B072JL5W21,2020-03,history_6m_avg_rating,22.0
B072JL5W21,2020-03,history_3m_avg_rating,29.5
B072JL5W21,2020-03,review_count,17.0
B072JL5W21,2020-03,history_3m_review_count,11.4
B072JL5W21,2020-03,history_12m_review_count,15.9
B072JL5W21,2020-03,history_1m_review_count,12.6
B072YQNJCR,2020-03,history_12m_low_rating_ratio,77.3
B072YQNJCR,2020-03,history_3m_low_rating_ratio,77.3
B072YQNJCR,2020-03,history_6m_low_rating_ratio,82.4
B072YQNJCR,2020-03,low_rating_ratio,85.6
B072YQNJCR,2020-03,history_3m_vs_6m_low_rating_ratio_delta,21.9
B072YQNJCR,2020-03,history_3m_vs_12m_low_rating_ratio_delta,67.1
B072YQNJCR,2020-03,avg_rating,84.2
B072YQNJCR,2020-03,history_12m_avg_rating,78.9
B072YQNJCR,2020-03,history_6m_avg_rating,81.7
B072YQNJCR,2020-03,history_3m_avg_rating,77.8
B072YQNJCR,2020-03,review_count,25.7
B072YQNJCR,2020-03,history_3m_review_count,26.4
B072YQNJCR,2020-03,history_12m_review_count,39.3
B072YQNJCR,2020-03,history_1m_review_count,19.5
B0732DLVBM,2020-03,history_12m_low_rating_ratio,77.8
B0732DLVBM,2020-03,history_3m_low_rating_ratio,87.0
B0732DLVBM,2020-03,history_6m_low_rating_ratio,80.7
B0732DLVBM,2020-03,low_rating_ratio,9.8
B0732DLVBM,2020-03,history_3m_vs_6m_low_rating_ratio_delta,92.3
B0732DLVBM,2020-03,history_3m_vs_12m_low_rating_ratio_delta,92.1
B0732DLVBM,2020-03,avg_rating,10.2
B0732DLVBM,2020-03,history_12m_avg_rating,73.5
B0732DLVBM,2020-03,history_6m_avg_rating,79.3
B0732DLVBM,2020-03,history_3m_avg_rating,84.3
B0732DLVBM,2020-03,review_count,93.0
B0732DLVBM,2020-03,history_3m_review_count,80.0
B0732DLVBM,2020-03,history_12m_review_count,73.8
B0732DLVBM,2020-03,history_1m_review_count,49.8
B0737B6HGR,2020-03,history_12m_low_rating_ratio,85.1
B0737B6HGR,2020-03,history_3m_low_rating_ratio,79.3
B0737B6HGR,2020-03,history_6m_low_rating_ratio,81.4
B0737B6HGR,2020-03,low_rating_ratio,81.0
B0737B6HGR,2020-03,history_3m_vs_6m_low_rating_ratio_delta,41.9
B0737B6HGR,2020-03,history_3m_vs_12m_low_rating_ratio_delta,31.9
B0737B6HGR,2020-03,avg_rating,75.7
B0737B6HGR,2020-03,history_12m_avg_rating,84.5
B0737B6HGR,2020-03,history_6m_avg_rating,80.5
B0737B6HGR,2020-03,history_3m_avg_rating,80.0
B0737B6HGR,2020-03,review_count,12.2
B0737B6HGR,2020-03,history_3m_review_count,1.2
B0737B6HGR,2020-03,history_12m_review_count,1.3
B0737B6HGR,2020-03,history_1m_review_count,2.1
B073BLHCND,2020-03,history_12m_low_rating_ratio,29.7
B073BLHCND,2020-03,history_3m_low_rating_ratio,16.7
B073BLHCND,2020-03,history_6m_low_rating_ratio,32.1
B073BLHCND,2020-03,low_rating_ratio,29.1
B073BLHCND,2020-03,history_3m_vs_6m_low_rating_ratio_delta,9.8
B073BLHCND,2020-03,history_3m_vs_12m_low_rating_ratio_delta,14.5
B073BLHCND,2020-03,avg_rating,32.2
B073BLHCND,2020-03,history_12m_avg_rating,38.9
B073BLHCND,2020-03,history_6m_avg_rating,42.6
B073BLHCND,2020-03,history_3m_avg_rating,27.9
B073BLHCND,2020-03,review_count,49.9
B073BLHCND,2020-03,history_3m_review_count,43.4
B073BLHCND,2020-03,history_12m_review_count,52.9
B073BLHCND,2020-03,history_1m_review_count,49.8
B073PM5CWW,2020-03,history_12m_low_rating_ratio,41.6
B073PM5CWW,2020-03,history_3m_low_rating_ratio,74.3
B073PM5CWW,2020-03,history_6m_low_rating_ratio,59.3
B073PM5CWW,2020-03,low_rating_ratio,50.5
B073PM5CWW,2020-03,history_3m_vs_6m_low_rating_ratio_delta,93.2
B073PM5CWW,2020-03,history_3m_vs_12m_low_rating_ratio_delta,95.0
B073PM5CWW,2020-03,avg_rating,37.4
B073PM5CWW,2020-03,history_12m_avg_rating,36.6
B073PM5CWW,2020-03,history_6m_avg_rating,53.6
B073PM5CWW,2020-03,history_3m_avg_rating,64.4
B073PM5CWW,2020-03,review_count,49.9
B073PM5CWW,2020-03,history_3m_review_count,54.0
B073PM5CWW,2020-03,history_12m_review_count,55.8
B073PM5CWW,2020-03,history_1m_review_count,75.4
B073RYD17F,2020-03,history_12m_low_rating_ratio,56.5
B073RYD17F,2020-03,history_3m_low_rating_ratio,54.4
B073RYD17F,2020-03,history_6m_low_rating_ratio,61.7
B073RYD17F,2020-03,low_rating_ratio,9.8
B073RYD17F,2020-03,history_3m_vs_6m_low_rating_ratio_delta,22.0
B073RYD17F,2020-03,history_3m_vs_12m_low_rating_ratio_delta,47.2
B073RYD17F,2020-03,avg_rating,8.4
B073RYD17F,2020-03,history_12m_avg_rating,47.0
B073RYD17F,2020-03,history_6m_avg_rating,55.6
B073RYD17F,2020-03,history_3m_avg_rating,47.8
B073RYD17F,2020-03,review_count,84.7
B073RYD17F,2020-03,history_3m_review_count,52.7
B073RYD17F,2020-03,history_12m_review_count,69.4
B073RYD17F,2020-03,history_1m_review_count,46.0
B073VKD8WJ,2020-03,history_12m_low_rating_ratio,3.6
B073VKD8WJ,2020-03,history_3m_low_rating_ratio,3.1
B073VKD8WJ,2020-03,history_6m_low_rating_ratio,1.6
B073VKD8WJ,2020-03,low_rating_ratio,9.8
B073VKD8WJ,2020-03,history_3m_vs_6m_low_rating_ratio_delta,45.0
B073VKD8WJ,2020-03,history_3m_vs_12m_low_rating_ratio_delta,29.3
B073VKD8WJ,2020-03,avg_rating,2.2
B073VKD8WJ,2020-03,history_12m_avg_rating,1.6
B073VKD8WJ,2020-03,history_6m_avg_rating,1.2
B073VKD8WJ,2020-03,history_3m_avg_rating,4.5
B073VKD8WJ,2020-03,review_count,43.0
B073VKD8WJ,2020-03,history_3m_review_count,32.0
B073VKD8WJ,2020-03,history_12m_review_count,29.2
B073VKD8WJ,2020-03,history_1m_review_count,46.0
B073XZ7BNC,2020-03,history_12m_low_rating_ratio,50.6
B073XZ7BNC,2020-03,history_3m_low_rating_ratio,48.6
B073XZ7BNC,2020-03,history_6m_low_rating_ratio,47.5
B073XZ7BNC,2020-03,low_rating_ratio,9.8
B073XZ7BNC,2020-03,history_3m_vs_6m_low_rating_ratio_delta,52.7
B073XZ7BNC,2020-03,history_3m_vs_12m_low_rating_ratio_delta,40.1
B073XZ7BNC,2020-03,avg_rating,9.3
B073XZ7BNC,2020-03,history_12m_avg_rating,38.0
B073XZ7BNC,2020-03,history_6m_avg_rating,33.3
B073XZ7BNC,2020-03,history_3m_avg_rating,35.0
B073XZ7BNC,2020-03,review_count,89.2
B073XZ7BNC,2020-03,history_3m_review_count,35.0
B073XZ7BNC,2020-03,history_12m_review_count,33.4
B073XZ7BNC,2020-03,history_1m_review_count,49.8
B0748M7247,2020-03,history_12m_low_rating_ratio,62.2
B0748M7247,2020-03,history_3m_low_rating_ratio,25.3
B0748M7247,2020-03,history_6m_low_rating_ratio,59.0
B0748M7247,2020-03,low_rating_ratio,57.6
B0748M7247,2020-03,history_3m_vs_6m_low_rating_ratio_delta,1.7
B0748M7247,2020-03,history_3m_vs_12m_low_rating_ratio_delta,2.5
B0748M7247,2020-03,avg_rating,45.5
B0748M7247,2020-03,history_12m_avg_rating,74.6
B0748M7247,2020-03,history_6m_avg_rating,76.4
B0748M7247,2020-03,history_3m_avg_rating,53.1
B0748M7247,2020-03,review_count,96.0
B0748M7247,2020-03,history_3m_review_count,75.4
B0748M7247,2020-03,history_12m_review_count,83.1
B0748M7247,2020-03,history_1m_review_count,69.7
B074C3ZWD7,2020-03,history_12m_low_rating_ratio,81.1
B074C3ZWD7,2020-03,history_3m_low_rating_ratio,75.2
B074C3ZWD7,2020-03,history_6m_low_rating_ratio,75.5
B074C3ZWD7,2020-03,low_rating_ratio,44.5
B074C3ZWD7,2020-03,history_3m_vs_6m_low_rating_ratio_delta,58.0
B074C3ZWD7,2020-03,history_3m_vs_12m_low_rating_ratio_delta,32.3
B074C3ZWD7,2020-03,avg_rating,47.8
B074C3ZWD7,2020-03,history_12m_avg_rating,82.7
B074C3ZWD7,2020-03,history_6m_avg_rating,76.7
B074C3ZWD7,2020-03,history_3m_avg_rating,73.7
B074C3ZWD7,2020-03,review_count,84.7
B074C3ZWD7,2020-03,history_3m_review_count,75.4
B074C3ZWD7,2020-03,history_12m_review_count,79.2
B074C3ZWD7,2020-03,history_1m_review_count,75.4
B074HLRXMP,2020-03,history_12m_low_rating_ratio,79.9
B074HLRXMP,2020-03,history_3m_low_rating_ratio,68.6
B074HLRXMP,2020-03,history_6m_low_rating_ratio,70.8
B074HLRXMP,2020-03,low_rating_ratio,48.2
B074HLRXMP,2020-03,history_3m_vs_6m_low_rating_ratio_delta,40.4
B074HLRXMP,2020-03,history_3m_vs_12m_low_rating_ratio_delta,15.7
B074HLRXMP,2020-03,avg_rating,52.6
B074HLRXMP,2020-03,history_12m_avg_rating,71.0
B074HLRXMP,2020-03,history_6m_avg_rating,59.2
B074HLRXMP,2020-03,history_3m_avg_rating,58.4
B074HLRXMP,2020-03,review_count,89.2
B074HLRXMP,2020-03,history_3m_review_count,88.3
B074HLRXMP,2020-03,history_12m_review_count,81.7
B074HLRXMP,2020-03,history_1m_review_count,94.1
B074PNJVF6,2020-03,history_12m_low_rating_ratio,24.6
B074PNJVF6,2020-03,history_3m_low_rating_ratio,11.2
B074PNJVF6,2020-03,history_6m_low_rating_ratio,16.1
B074PNJVF6,2020-03,low_rating_ratio,9.8
B074PNJVF6,2020-03,history_3m_vs_6m_low_rating_ratio_delta,25.1
B074PNJVF6,2020-03,history_3m_vs_12m_low_rating_ratio_delta,14.1
B074PNJVF6,2020-03,avg_rating,2.2
B074PNJVF6,2020-03,history_12m_avg_rating,26.8
B074PNJVF6,2020-03,history_6m_avg_rating,16.2
B074PNJVF6,2020-03,history_3m_avg_rating,10.8
B074PNJVF6,2020-03,review_count,89.2
B074PNJVF6,2020-03,history_3m_review_count,66.5
B074PNJVF6,2020-03,history_12m_review_count,44.7
B074PNJVF6,2020-03,history_1m_review_count,69.7
B074RDWS11,2020-03,history_12m_low_rating_ratio,59.0
B074RDWS11,2020-03,history_3m_low_rating_ratio,73.1
B074RDWS11,2020-03,history_6m_low_rating_ratio,62.3
B074RDWS11,2020-03,low_rating_ratio,73.3
B074RDWS11,2020-03,history_3m_vs_6m_low_rating_ratio_delta,88.8
B074RDWS11,2020-03,history_3m_vs_12m_low_rating_ratio_delta,87.1
B074RDWS11,2020-03,avg_rating,75.0
B074RDWS11,2020-03,history_12m_avg_rating,71.4
B074RDWS11,2020-03,history_6m_avg_rating,73.6
B074RDWS11,2020-03,history_3m_avg_rating,76.6
B074RDWS11,2020-03,review_count,43.0
B074RDWS11,2020-03,history_3m_review_count,97.6
B074RDWS11,2020-03,history_12m_review_count,92.4
B074RDWS11,2020-03,history_1m_review_count,86.0
B0751KDVTP,2020-03,history_12m_low_rating_ratio,85.5
B0751KDVTP,2020-03,history_3m_low_rating_ratio,72.0
B0751KDVTP,2020-03,history_6m_low_rating_ratio,78.2
B0751KDVTP,2020-03,low_rating_ratio,88.1
B0751KDVTP,2020-03,history_3m_vs_6m_low_rating_ratio_delta,20.3
B0751KDVTP,2020-03,history_3m_vs_12m_low_rating_ratio_delta,8.6
B0751KDVTP,2020-03,avg_rating,85.9
B0751KDVTP,2020-03,history_12m_avg_rating,83.9
B0751KDVTP,2020-03,history_6m_avg_rating,74.5
B0751KDVTP,2020-03,history_3m_avg_rating,66.7
B0751KDVTP,2020-03,review_count,17.8
B0751KDVTP,2020-03,history_3m_review_count,1.2
B0751KDVTP,2020-03,history_12m_review_count,3.8
B0751KDVTP,2020-03,history_1m_review_count,5.9
B075J8P21L,2020-03,history_12m_low_rating_ratio,71.3
B075J8P21L,2020-03,history_3m_low_rating_ratio,80.5
B075J8P21L,2020-03,history_6m_low_rating_ratio,71.9
B075J8P21L,2020-03,low_rating_ratio,38.4
B075J8P21L,2020-03,history_3m_vs_6m_low_rating_ratio_delta,91.0
B075J8P21L,2020-03,history_3m_vs_12m_low_rating_ratio_delta,87.6
B075J8P21L,2020-03,avg_rating,46.5
B075J8P21L,2020-03,history_12m_avg_rating,65.3
B075J8P21L,2020-03,history_6m_avg_rating,66.4
B075J8P21L,2020-03,history_3m_avg_rating,74.8
B075J8P21L,2020-03,review_count,74.4
B075J8P21L,2020-03,history_3m_review_count,40.2
B075J8P21L,2020-03,history_12m_review_count,56.6
B075J8P21L,2020-03,history_1m_review_count,34.5
B075M2FJYJ,2020-03,history_12m_low_rating_ratio,2.7
B075M2FJYJ,2020-03,history_3m_low_rating_ratio,3.1
B075M2FJYJ,2020-03,history_6m_low_rating_ratio,4.6
B075M2FJYJ,2020-03,low_rating_ratio,9.8
B075M2FJYJ,2020-03,history_3m_vs_6m_low_rating_ratio_delta,27.0
B075M2FJYJ,2020-03,history_3m_vs_12m_low_rating_ratio_delta,33.5
B075M2FJYJ,2020-03,avg_rating,8.4
B075M2FJYJ,2020-03,history_12m_avg_rating,4.0
B075M2FJYJ,2020-03,history_6m_avg_rating,7.2
B075M2FJYJ,2020-03,history_3m_avg_rating,3.9
B075M2FJYJ,2020-03,review_count,84.7
B075M2FJYJ,2020-03,history_3m_review_count,55.4
B075M2FJYJ,2020-03,history_12m_review_count,60.6
B075M2FJYJ,2020-03,history_1m_review_count,86.0
B075SHW6BY,2020-03,history_12m_low_rating_ratio,48.1
B075SHW6BY,2020-03,history_3m_low_rating_ratio,40.3
B075SHW6BY,2020-03,history_6m_low_rating_ratio,52.1
B075SHW6BY,2020-03,low_rating_ratio,9.8
B075SHW6BY,2020-03,history_3m_vs_6m_low_rating_ratio_delta,14.2
B075SHW6BY,2020-03,history_3m_vs_12m_low_rating_ratio_delta,25.8
B075SHW6BY,2020-03,avg_rating,25.8
B075SHW6BY,2020-03,history_12m_avg_rating,35.7
B075SHW6BY,2020-03,history_6m_avg_rating,41.5
B075SHW6BY,2020-03,history_3m_avg_rating,27.6
B075SHW6BY,2020-03,review_count,98.1
B075SHW6BY,2020-03,history_3m_review_count,57.0
B075SHW6BY,2020-03,history_12m_review_count,89.0
B075SHW6BY,2020-03,history_1m_review_count,94.1
B075XQRXCF,2020-03,history_12m_low_rating_ratio,75.0
B075XQRXCF,2020-03,history_3m_low_rating_ratio,50.1
B075XQRXCF,2020-03,history_6m_low_rating_ratio,60.3
B075XQRXCF,2020-03,low_rating_ratio,59.5
B075XQRXCF,2020-03,history_3m_vs_6m_low_rating_ratio_delta,15.4
B075XQRXCF,2020-03,history_3m_vs_12m_low_rating_ratio_delta,4.6
B075XQRXCF,2020-03,avg_rating,58.2
B075XQRXCF,2020-03,history_12m_avg_rating,79.9
B075XQRXCF,2020-03,history_6m_avg_rating,65.6
B075XQRXCF,2020-03,history_3m_avg_rating,57.4
B075XQRXCF,2020-03,review_count,40.0
B075XQRXCF,2020-03,history_3m_review_count,45.8
B075XQRXCF,2020-03,history_12m_review_count,58.5
B075XQRXCF,2020-03,history_1m_review_count,69.7
B076PNDZPF,2020-03,history_12m_low_rating_ratio,22.0
B076PNDZPF,2020-03,history_3m_low_rating_ratio,24.5
B076PNDZPF,2020-03,history_6m_low_rating_ratio,30.9
B076PNDZPF,2020-03,low_rating_ratio,71.2
B076PNDZPF,2020-03,history_3m_vs_6m_low_rating_ratio_delta,23.6
B076PNDZPF,2020-03,history_3m_vs_12m_low_rating_ratio_delta,48.1
B076PNDZPF,2020-03,avg_rating,67.5
B076PNDZPF,2020-03,history_12m_avg_rating,22.1
B076PNDZPF,2020-03,history_6m_avg_rating,29.1
B076PNDZPF,2020-03,history_3m_avg_rating,24.7
B076PNDZPF,2020-03,review_count,40.0
B076PNDZPF,2020-03,history_3m_review_count,20.5
B076PNDZPF,2020-03,history_12m_review_count,49.9
B076PNDZPF,2020-03,history_1m_review_count,17.7
B0772HN7FL,2020-03,history_12m_low_rating_ratio,55.3
B0772HN7FL,2020-03,history_3m_low_rating_ratio,76.4
B0772HN7FL,2020-03,history_6m_low_rating_ratio,62.9
B0772HN7FL,2020-03,low_rating_ratio,9.8
B0772HN7FL,2020-03,history_3m_vs_6m_low_rating_ratio_delta,93.0
B0772HN7FL,2020-03,history_3m_vs_12m_low_rating_ratio_delta,92.4
B0772HN7FL,2020-03,avg_rating,11.4
B0772HN7FL,2020-03,history_12m_avg_rating,51.5
B0772HN7FL,2020-03,history_6m_avg_rating,55.9
B0772HN7FL,2020-03,history_3m_avg_rating,71.8
B0772HN7FL,2020-03,review_count,96.0
B0772HN7FL,2020-03,history_3m_review_count,77.7
B0772HN7FL,2020-03,history_12m_review_count,86.9
B0772HN7FL,2020-03,history_1m_review_count,75.4
B0773ZF6FD,2020-03,history_12m_low_rating_ratio,23.9
B0773ZF6FD,2020-03,history_3m_low_rating_ratio,23.4
B0773ZF6FD,2020-03,history_6m_low_rating_ratio,19.9
B0773ZF6FD,2020-03,low_rating_ratio,9.8
B0773ZF6FD,2020-03,history_3m_vs_6m_low_rating_ratio_delta,55.6
B0773ZF6FD,2020-03,history_3m_vs_12m_low_rating_ratio_delta,37.3
B0773ZF6FD,2020-03,avg_rating,7.2
B0773ZF6FD,2020-03,history_12m_avg_rating,19.2
B0773ZF6FD,2020-03,history_6m_avg_rating,14.7
B0773ZF6FD,2020-03,history_3m_avg_rating,18.0
B0773ZF6FD,2020-03,review_count,74.4
B0773ZF6FD,2020-03,history_3m_review_count,41.1
B0773ZF6FD,2020-03,history_12m_review_count,60.2
B0773ZF6FD,2020-03,history_1m_review_count,54.0
B07786Z3V1,2020-03,history_12m_low_rating_ratio,72.3
B07786Z3V1,2020-03,history_3m_low_rating_ratio,87.9
B07786Z3V1,2020-03,history_6m_low_rating_ratio,85.8
B07786Z3V1,2020-03,low_rating_ratio,63.8
B07786Z3V1,2020-03,history_3m_vs_6m_low_rating_ratio_delta,81.7
B07786Z3V1,2020-03,history_3m_vs_12m_low_rating_ratio_delta,95.6
B07786Z3V1,2020-03,avg_rating,63.5
B07786Z3V1,2020-03,history_12m_avg_rating,72.8
B07786Z3V1,2020-03,history_6m_avg_rating,87.8
B07786Z3V1,2020-03,history_3m_avg_rating,89.5
B07786Z3V1,2020-03,review_count,74.4
B07786Z3V1,2020-03,history_3m_review_count,48.4
B07786Z3V1,2020-03,history_12m_review_count,57.7
B07786Z3V1,2020-03,history_1m_review_count,86.0
B077BG6R36,2020-03,history_12m_low_rating_ratio,9.6
B077BG6R36,2020-03,history_3m_low_rating_ratio,17.3
B077BG6R36,2020-03,history_6m_low_rating_ratio,13.7
B077BG6R36,2020-03,low_rating_ratio,9.8
B077BG6R36,2020-03,history_3m_vs_6m_low_rating_ratio_delta,53.0
B077BG6R36,2020-03,history_3m_vs_12m_low_rating_ratio_delta,57.3
B077BG6R36,2020-03,avg_rating,5.2
B077BG6R36,2020-03,history_12m_avg_rating,9.6
B077BG6R36,2020-03,history_6m_avg_rating,17.3
B077BG6R36,2020-03,history_3m_avg_rating,19.1
B077BG6R36,2020-03,review_count,43.0
B077BG6R36,2020-03,history_3m_review_count,16.3
B077BG6R36,2020-03,history_12m_review_count,22.0
B077BG6R36,2020-03,history_1m_review_count,16.9
B077V7FVHY,2020-03,history_12m_low_rating_ratio,32.6
B077V7FVHY,2020-03,history_3m_low_rating_ratio,29.6
B077V7FVHY,2020-03,history_6m_low_rating_ratio,26.7
B077V7FVHY,2020-03,low_rating_ratio,57.6
B077V7FVHY,2020-03,history_3m_vs_6m_low_rating_ratio_delta,54.0
B077V7FVHY,2020-03,history_3m_vs_12m_low_rating_ratio_delta,32.3
B077V7FVHY,2020-03,avg_rating,45.5
B077V7FVHY,2020-03,history_12m_avg_rating,30.1
B077V7FVHY,2020-03,history_6m_avg_rating,27.1
B077V7FVHY,2020-03,history_3m_avg_rating,30.7
B077V7FVHY,2020-03,review_count,96.0
B077V7FVHY,2020-03,history_3m_review_count,37.5
B077V7FVHY,2020-03,history_12m_review_count,52.6
B077V7FVHY,2020-03,history_1m_review_count,54.0
B077VS2WTH,2020-03,history_12m_low_rating_ratio,50.6
B077VS2WTH,2020-03,history_3m_low_rating_ratio,34.2
B077VS2WTH,2020-03,history_6m_low_rating_ratio,45.0
B077VS2WTH,2020-03,low_rating_ratio,67.3
B077VS2WTH,2020-03,history_3m_vs_6m_low_rating_ratio_delta,16.3
B077VS2WTH,2020-03,history_3m_vs_12m_low_rating_ratio_delta,13.1
B077VS2WTH,2020-03,avg_rating,62.6
B077VS2WTH,2020-03,history_12m_avg_rating,40.9
B077VS2WTH,2020-03,history_6m_avg_rating,39.5
B077VS2WTH,2020-03,history_3m_avg_rating,37.7
B077VS2WTH,2020-03,review_count,79.7
B077VS2WTH,2020-03,history_3m_review_count,66.5
B077VS2WTH,2020-03,history_12m_review_count,62.8
B077VS2WTH,2020-03,history_1m_review_count,58.7
B07854PBL9,2020-03,history_12m_low_rating_ratio,16.9
B07854PBL9,2020-03,history_3m_low_rating_ratio,21.0
B07854PBL9,2020-03,history_6m_low_rating_ratio,25.8
B07854PBL9,2020-03,low_rating_ratio,48.2
B07854PBL9,2020-03,history_3m_vs_6m_low_rating_ratio_delta,26.6
B07854PBL9,2020-03,history_3m_vs_12m_low_rating_ratio_delta,51.0
B07854PBL9,2020-03,avg_rating,44.2
B07854PBL9,2020-03,history_12m_avg_rating,28.1
B07854PBL9,2020-03,history_6m_avg_rating,35.5
B07854PBL9,2020-03,history_3m_avg_rating,34.3
B07854PBL9,2020-03,review_count,89.2
B07854PBL9,2020-03,history_3m_review_count,60.5
B07854PBL9,2020-03,history_12m_review_count,60.2
B07854PBL9,2020-03,history_1m_review_count,58.7
B078MGY2CS,2020-03,history_12m_low_rating_ratio,61.8
B078MGY2CS,2020-03,history_3m_low_rating_ratio,44.7
B078MGY2CS,2020-03,history_6m_low_rating_ratio,59.2
B078MGY2CS,2020-03,low_rating_ratio,81.6
B078MGY2CS,2020-03,history_3m_vs_6m_low_rating_ratio_delta,9.8
B078MGY2CS,2020-03,history_3m_vs_12m_low_rating_ratio_delta,11.5
B078MGY2CS,2020-03,avg_rating,81.5
B078MGY2CS,2020-03,history_12m_avg_rating,64.1
B078MGY2CS,2020-03,history_6m_avg_rating,61.4
B078MGY2CS,2020-03,history_3m_avg_rating,48.8
B078MGY2CS,2020-03,review_count,43.0
B078MGY2CS,2020-03,history_3m_review_count,17.6
B078MGY2CS,2020-03,history_12m_review_count,21.3
B078MGY2CS,2020-03,history_1m_review_count,30.3
B078VZXN68,2020-03,history_12m_low_rating_ratio,8.2
B078VZXN68,2020-03,history_3m_low_rating_ratio,3.1
B078VZXN68,2020-03,history_6m_low_rating_ratio,7.8
B078VZXN68,2020-03,low_rating_ratio,48.2
B078VZXN68,2020-03,history_3m_vs_6m_low_rating_ratio_delta,18.9
B078VZXN68,2020-03,history_3m_vs_12m_low_rating_ratio_delta,18.7
B078VZXN68,2020-03,avg_rating,52.6
B078VZXN68,2020-03,history_12m_avg_rating,12.0
B078VZXN68,2020-03,history_6m_avg_rating,12.4
B078VZXN68,2020-03,history_3m_avg_rating,7.6
B078VZXN68,2020-03,review_count,89.2
B078VZXN68,2020-03,history_3m_review_count,58.7
B078VZXN68,2020-03,history_12m_review_count,41.5
B078VZXN68,2020-03,history_1m_review_count,86.0
B078W236KB,2020-03,history_12m_low_rating_ratio,17.2
B078W236KB,2020-03,history_3m_low_rating_ratio,28.8
B078W236KB,2020-03,history_6m_low_rating_ratio,19.8
B078W236KB,2020-03,low_rating_ratio,52.6
B078W236KB,2020-03,history_3m_vs_6m_low_rating_ratio_delta,70.8
B078W236KB,2020-03,history_3m_vs_12m_low_rating_ratio_delta,67.4
B078W236KB,2020-03,avg_rating,58.2
B078W236KB,2020-03,history_12m_avg_rating,16.1
B078W236KB,2020-03,history_6m_avg_rating,19.0
B078W236KB,2020-03,history_3m_avg_rating,21.8
B078W236KB,2020-03,review_count,54.1
B078W236KB,2020-03,history_3m_review_count,25.9
B078W236KB,2020-03,history_12m_review_count,27.7
B078W236KB,2020-03,history_1m_review_count,20.5
B078WL6VFS,2020-03,history_12m_low_rating_ratio,23.8
B078WL6VFS,2020-03,history_3m_low_rating_ratio,22.9
B078WL6VFS,2020-03,history_6m_low_rating_ratio,23.1
B078WL6VFS,2020-03,low_rating_ratio,33.8
B078WL6VFS,2020-03,history_3m_vs_6m_low_rating_ratio_delta,38.8
B078WL6VFS,2020-03,history_3m_vs_12m_low_rating_ratio_delta,36.3
B078WL6VFS,2020-03,avg_rating,32.4
B078WL6VFS,2020-03,history_12m_avg_rating,20.3
B078WL6VFS,2020-03,history_6m_avg_rating,20.3
B078WL6VFS,2020-03,history_3m_avg_rating,21.4
B078WL6VFS,2020-03,review_count,4.8
B078WL6VFS,2020-03,history_3m_review_count,3.0
B078WL6VFS,2020-03,history_12m_review_count,2.9
B078WL6VFS,2020-03,history_1m_review_count,4.1
B078X1Y73X,2020-03,history_12m_low_rating_ratio,20.6
B078X1Y73X,2020-03,history_3m_low_rating_ratio,30.5
B078X1Y73X,2020-03,history_6m_low_rating_ratio,25.2
B078X1Y73X,2020-03,low_rating_ratio,9.8
B078X1Y73X,2020-03,history_3m_vs_6m_low_rating_ratio_delta,61.7
B078X1Y73X,2020-03,history_3m_vs_12m_low_rating_ratio_delta,65.0
B078X1Y73X,2020-03,avg_rating,2.2
B078X1Y73X,2020-03,history_12m_avg_rating,17.0
B078X1Y73X,2020-03,history_6m_avg_rating,21.5
B078X1Y73X,2020-03,history_3m_avg_rating,29.0
B078X1Y73X,2020-03,review_count,30.6
B078X1Y73X,2020-03,history_3m_review_count,8.2
B078X1Y73X,2020-03,history_12m_review_count,10.6
B078X1Y73X,2020-03,history_1m_review_count,11.6
B0791N755P,2020-03,history_12m_low_rating_ratio,10.3
B0791N755P,2020-03,history_3m_low_rating_ratio,3.1
B0791N755P,2020-03,history_6m_low_rating_ratio,1.6
B0791N755P,2020-03,low_rating_ratio,33.8
