parent_asin,year_month,n_reviews_t,n_reviews_p3,text_reliability,topic,topic_label,rate_t,rate_p3,rate_t_shrunk,delta,is_surge,count_t,surge_confidence
B00K8FPSSG,2018-01,11,5.0,0.6875,performance,성능 미달,0.18182,0.0,0.13298,0.18182,1,2,strong
B0764GN7XW,2020-12,11,10.0,0.6875,incompatibility,호환 및 규격,0.18182,0.0,0.1375,0.18182,1,2,strong
B075LFTG6X,2017-04,11,17.0,0.6875,durability_failure,내구성 고장,0.18182,0.0,0.14879,0.18182,1,2,strong
B001TH7GZU,2021-03,22,53.0,0.8148,purchase_warning,구매 경고,0.18182,0.0,0.15328,0.18182,1,4,strong
B0792B9HK4,2019-03,11,44.0,0.6875,purchase_warning,구매 경고,0.18182,0.0,0.13366,0.18182,1,2,strong
B08K2YRPHK,2021-04,11,2.0,0.6875,durability_failure,내구성 고장,0.18182,0.0,0.14879,0.18182,1,2,strong
B06ZXZ5SFQ,2017-05,11,40.0,0.6875,refund_warranty_cs,환불 보증 고객대응,0.18182,0.0,0.1314,0.18182,1,2,strong
B0855KHG9L,2020-12,11,24.0,0.6875,incompatibility,호환 및 규격,0.18182,0.0,0.1375,0.18182,1,2,strong
B0B2W8DNJ6,2020-01,11,17.0,0.6875,durability_failure,내구성 고장,0.18182,0.0,0.14879,0.18182,1,2,strong
B0C2ZHKWX5,2018-07,11,18.0,0.6875,incompatibility,호환 및 규격,0.18182,0.0,0.1375,0.18182,1,2,strong
B07B9SKV9B,2018-08,11,15.0,0.6875,durability_failure,내구성 고장,0.18182,0.0,0.14879,0.18182,1,2,strong
B09QRZMDHC,2022-04,22,18.0,0.8148,leak_damage,누수 및 파손 피해,0.18182,0.0,0.15136,0.18182,1,4,strong
B08WH5XL86,2016-10,11,25.0,0.6875,shipping_packaging,배송 및 포장,0.18182,0.0,0.12695,0.18182,1,2,strong
B0C5G1WGBN,2022-04,11,16.0,0.6875,performance,성능 미달,0.18182,0.0,0.13298,0.18182,1,2,strong
B08CW52TWQ,2022-04,11,15.0,0.6875,performance,성능 미달,0.18182,0.0,0.13298,0.18182,1,2,strong
B079TCXJFJ,2022-05,11,21.0,0.6875,durability_failure,내구성 고장,0.18182,0.0,0.14879,0.18182,1,2,strong
B01GABBF60,2021-05,11,20.0,0.6875,purchase_warning,구매 경고,0.18182,0.0,0.13366,0.18182,1,2,strong
B07CP1KY9M,2021-08,11,35.0,0.6875,incompatibility,호환 및 규격,0.18182,0.0,0.1375,0.18182,1,2,strong
B078W83S3M,2018-06,11,9.0,0.6875,water_taste_filter,물맛 및 여과,0.18182,0.0,0.12572,0.18182,1,2,strong
B07ML4XXDP,2019-04,11,16.0,0.6875,incompatibility,호환 및 규격,0.18182,0.0,0.1375,0.18182,1,2,strong
B08ZY52JS1,2021-08,11,6.0,0.6875,durability_failure,내구성 고장,0.18182,0.0,0.14879,0.18182,1,2,strong
B00545ANEY,2016-12,11,24.0,0.6875,incompatibility,호환 및 규격,0.18182,0.0,0.1375,0.18182,1,2,strong
B07KQMGVG7,2020-05,11,29.0,0.6875,purchase_warning,구매 경고,0.18182,0.0,0.13366,0.18182,1,2,strong
B09J1VYDG2,2022-05,11,5.0,0.6875,performance,성능 미달,0.18182,0.0,0.13298,0.18182,1,2,strong
B00VBP8QPO,2016-07,11,47.0,0.6875,performance,성능 미달,0.18182,0.0,0.13298,0.18182,1,2,strong
B07BFGZQ65,2023-01,11,25.0,0.6875,incompatibility,호환 및 규격,0.18182,0.0,0.1375,0.18182,1,2,strong
B09N15BY4N,2020-05,11,17.0,0.6875,performance,성능 미달,0.18182,0.0,0.13298,0.18182,1,2,strong
B09YYCRSK3,2022-09,11,15.0,0.6875,misrepresentation,설명 불일치,0.18182,0.0,0.12721,0.18182,1,2,strong
B01HCVL20Q,2020-06,11,3.0,0.6875,performance,성능 미달,0.18182,0.0,0.13298,0.18182,1,2,strong
B00009W3I4,2021-10,11,7.0,0.6875,durability_failure,내구성 고장,0.18182,0.0,0.14879,0.18182,1,2,strong
B08NJ7RKYJ,2021-02,11,11.0,0.6875,durability_failure,내구성 고장,0.18182,0.0,0.14879,0.18182,1,2,strong
B0179LQ0VA,2021-11,11,18.0,0.6875,durability_failure,내구성 고장,0.18182,0.0,0.14879,0.18182,1,2,strong
B07CS2KNVX,2023-02,11,18.0,0.6875,water_taste_filter,물맛 및 여과,0.18182,0.0,0.12572,0.18182,1,2,strong
B08WH5XL86,2016-06,11,26.0,0.6875,shipping_packaging,배송 및 포장,0.18182,0.0,0.12695,0.18182,1,2,strong
B09QRZMDHC,2022-03,11,7.0,0.6875,refund_warranty_cs,환불 보증 고객대응,0.18182,0.0,0.1314,0.18182,1,2,strong
B08FDB6W59,2018-11,11,14.0,0.6875,build_quality,제작 품질,0.18182,0.0,0.1316,0.18182,1,2,strong
B001TH7GZU,2018-09,7,48.0,0.5833,incompatibility,호환 및 규격,0.28571,0.10417,0.18333,0.18155,1,2,moderate
B0BP4W4TN1,2022-11,17,70.0,0.7727,refund_warranty_cs,환불 보증 고객대응,0.35294,0.17143,0.27739,0.18151,1,6,strong
B01ENXS1C8,2021-01,14,61.0,0.7368,performance,성능 미달,0.21429,0.03279,0.16462,0.1815,1,3,strong
B01H6DJJJQ,2017-07,10,108.0,0.6667,durability_failure,내구성 고장,0.2,0.01852,0.15871,0.18148,1,2,strong
B083PWDFTS,2020-09,5,54.0,0.5,purchase_warning,구매 경고,0.2,0.01852,0.11386,0.18148,1,1,weak
B079Z5TF6D,2023-02,5,54.0,0.5,incompatibility,호환 및 규격,0.2,0.01852,0.11999,0.18148,1,1,weak
B07GWLNQZV,2020-01,8,31.0,0.6154,durability_failure,내구성 고장,0.375,0.19355,0.26005,0.18145,1,3,moderate
B075XQRXCF,2019-01,9,49.0,0.6429,refund_warranty_cs,환불 보증 고객대응,0.22222,0.04082,0.15018,0.18141,1,2,moderate
B01ACKOH2O,2016-09,16,102.0,0.7619,leak_damage,누수 및 파손 피해,0.25,0.06863,0.19461,0.18137,1,4,strong
B07LHDCDCD,2021-11,7,67.0,0.5833,durability_failure,내구성 고장,0.28571,0.10448,0.19838,0.18124,1,2,moderate
B016YJ4TRU,2018-08,10,53.0,0.6667,performance,성능 미달,0.2,0.01887,0.14185,0.18113,1,2,strong
B09V27YWJ8,2022-10,8,29.0,0.6154,performance,성능 미달,0.25,0.06897,0.16367,0.18103,1,2,moderate
B07TC4PDTZ,2020-09,8,29.0,0.6154,purchase_warning,구매 경고,0.25,0.06897,0.16451,0.18103,1,2,moderate
B07TC4PDTZ,2020-09,8,29.0,0.6154,durability_failure,내구성 고장,0.25,0.06897,0.18312,0.18103,1,2,moderate
B078MGY2CS,2019-02,8,58.0,0.6154,incompatibility,호환 및 규격,0.25,0.06897,0.16923,0.18103,1,2,moderate
B07V3765S6,2021-09,8,29.0,0.6154,purchase_warning,구매 경고,0.25,0.06897,0.16451,0.18103,1,2,moderate
B07CDCVFXV,2019-02,10,42.0,0.6667,purchase_warning,구매 경고,0.3,0.11905,0.20924,0.18095,1,3,strong
B08FSR49RR,2022-10,10,42.0,0.6667,incompatibility,호환 및 규격,0.3,0.11905,0.21333,0.18095,1,3,strong
B099PQS1C5,2022-10,16,38.0,0.7619,purchase_warning,구매 경고,0.3125,0.13158,0.2447,0.18092,1,5,strong
B082LZJQZ5,2020-08,13,20.0,0.7222,refund_warranty_cs,환불 보증 고객대응,0.23077,0.05,0.17236,0.18077,1,3,strong
B0C7ZFZ7W7,2021-04,13,20.0,0.7222,performance,성능 미달,0.23077,0.05,0.17376,0.18077,1,3,strong
B0BT8TKBY8,2018-11,13,20.0,0.7222,shipping_packaging,배송 및 포장,0.23077,0.05,0.1684,0.18077,1,3,strong
B00KY5V4M4,2016-12,13,40.0,0.7222,purchase_warning,구매 경고,0.23077,0.05,0.17437,0.18077,1,3,strong
B0CFMQLYHG,2019-09,34,266.0,0.8718,durability_failure,내구성 고장,0.32353,0.14286,0.29181,0.18067,1,11,strong
B003BIGD1S,2019-10,9,24.0,0.6429,durability_failure,내구성 고장,0.22222,0.04167,0.17004,0.18056,1,2,moderate
B07P3Y8JWY,2021-11,9,24.0,0.6429,incompatibility,호환 및 규격,0.22222,0.04167,0.15714,0.18056,1,2,moderate
B0737B6HGR,2020-07,12,72.0,0.7059,incompatibility,호환 및 규격,0.25,0.06944,0.18823,0.18056,1,3,strong
B000FG8TNE,2017-03,9,24.0,0.6429,water_taste_filter,물맛 및 여과,0.22222,0.04167,0.14368,0.18056,1,2,moderate
B00545AQSW,2017-12,9,24.0,0.6429,build_quality,제작 품질,0.22222,0.04167,0.1504,0.18056,1,2,moderate
B019JD7790,2018-08,9,48.0,0.6429,refund_warranty_cs,환불 보증 고객대응,0.22222,0.04167,0.15018,0.18056,1,2,moderate
B07BWLVTNH,2021-09,10,41.0,0.6667,durability_failure,내구성 고장,0.4,0.21951,0.29204,0.18049,1,4,strong
B0BW9QNJFM,2019-10,17,44.0,0.7727,durability_failure,내구성 고장,0.29412,0.11364,0.24457,0.18048,1,5,strong
B076GN2DJG,2020-06,7,19.0,0.5833,durability_failure,내구성 고장,0.28571,0.10526,0.19838,0.18045,1,2,moderate
B097QX32H2,2022-09,7,19.0,0.5833,leak_damage,누수 및 파손 피해,0.28571,0.10526,0.1739,0.18045,1,2,moderate
B088MMFPK9,2022-09,7,38.0,0.5833,incompatibility,호환 및 규격,0.28571,0.10526,0.18333,0.18045,1,2,moderate
B07QHWWYR9,2021-03,7,19.0,0.5833,incompatibility,호환 및 규격,0.28571,0.10526,0.18333,0.18045,1,2,moderate
B00AF7U2SI,2020-02,20,51.0,0.8,durability_failure,내구성 고장,0.2,0.01961,0.17522,0.18039,1,4,strong
B0BXHCDWM8,2023-02,15,51.0,0.75,purchase_warning,구매 경고,0.2,0.01961,0.15693,0.18039,1,3,strong
B0BT8TKBY8,2021-12,14,59.0,0.7368,durability_failure,내구성 고장,0.21429,0.0339,0.17793,0.18039,1,3,strong
B07LG8QYFW,2020-09,20,50.0,0.8,performance,성능 미달,0.2,0.02,0.16511,0.18,1,4,strong
B08NJ6RNT6,2023-01,10,25.0,0.6667,durability_failure,내구성 고장,0.3,0.12,0.22537,0.18,1,3,strong
B0BPC51LVM,2023-02,10,25.0,0.6667,durability_failure,내구성 고장,0.3,0.12,0.22537,0.18,1,3,strong
B098W5ND23,2022-11,10,50.0,0.6667,performance,성능 미달,0.2,0.02,0.14185,0.18,1,2,strong
B0BXRCNZYF,2018-03,5,50.0,0.5,water_taste_filter,물맛 및 여과,0.2,0.02,0.10116,0.18,1,1,weak
B08NJ6RNT6,2022-09,10,25.0,0.6667,incompatibility,호환 및 규격,0.3,0.12,0.21333,0.18,1,3,strong
B00PACUZPS,2021-06,5,50.0,0.5,incompatibility,호환 및 규격,0.2,0.02,0.11999,0.18,1,1,weak
B001TH7H0O,2018-08,17,69.0,0.7727,incompatibility,호환 및 규격,0.41176,0.23188,0.32727,0.17988,1,7,strong
B075SHW6BY,2021-04,8,41.0,0.6154,durability_failure,내구성 고장,0.375,0.19512,0.26005,0.17988,1,3,moderate
B0751KDVTP,2020-04,28,285.0,0.8485,refund_warranty_cs,환불 보증 고객대응,0.25,0.07018,0.21523,0.17982,1,7,strong
B06ZXZ5SFQ,2019-04,14,58.0,0.7368,build_quality,제작 품질,0.21429,0.03448,0.16345,0.1798,1,3,strong
B00266BXV6,2017-05,17,36.0,0.7727,incompatibility,호환 및 규격,0.23529,0.05556,0.19091,0.17974,1,4,strong
B01C6A3X0U,2018-05,15,46.0,0.75,performance,성능 미달,0.26667,0.08696,0.20639,0.17971,1,4,strong
B07MWTNDXT,2017-06,11,43.0,0.6875,refund_warranty_cs,환불 보증 고객대응,0.27273,0.09302,0.1939,0.1797,1,3,strong
B084L49119,2021-05,9,47.0,0.6429,durability_failure,내구성 고장,0.22222,0.04255,0.17004,0.17967,1,2,moderate
B01BKWSHHE,2022-12,15,49.0,0.75,misrepresentation,설명 불일치,0.2,0.02041,0.15176,0.17959,1,3,strong
B09QPY591F,2016-04,5,49.0,0.5,build_quality,제작 품질,0.2,0.02041,0.11056,0.17959,1,1,weak
B08BJ6ZC1L,2020-11,5,49.0,0.5,purchase_warning,구매 경고,0.2,0.02041,0.11386,0.17959,1,1,weak
B09QPY591F,2016-04,5,49.0,0.5,purchase_warning,구매 경고,0.2,0.02041,0.11386,0.17959,1,1,weak
B07Z2RX4MR,2022-02,6,13.0,0.5455,purchase_warning,구매 경고,0.33333,0.15385,0.19442,0.17949,1,2,moderate
B0764M3MZ9,2021-08,13,39.0,0.7222,incompatibility,호환 및 규격,0.23077,0.05128,0.17777,0.17949,1,3,strong
B07V3765S6,2020-11,12,39.0,0.7059,durability_failure,내구성 고장,0.33333,0.15385,0.25768,0.17949,1,4,strong
B0831SSSCH,2022-10,6,26.0,0.5455,durability_failure,내구성 고장,0.33333,0.15385,0.21642,0.17949,1,2,moderate
B01CBWDY0C,2017-05,15,52.0,0.75,performance,성능 미달,0.33333,0.15385,0.25639,0.17949,1,5,strong
B001KGX5G4,2017-08,6,13.0,0.5455,durability_failure,내구성 고장,0.33333,0.15385,0.21642,0.17949,1,2,moderate
B089M4S7GH,2022-09,6,13.0,0.5455,incompatibility,호환 및 규격,0.33333,0.15385,0.2,0.17949,1,2,moderate
B0179LQ0VA,2019-03,6,39.0,0.5455,performance,성능 미달,0.33333,0.15385,0.19343,0.17949,1,2,moderate
B075F6L3VW,2020-05,6,13.0,0.5455,durability_failure,내구성 고장,0.33333,0.15385,0.21642,0.17949,1,2,moderate
B086L7WS44,2022-03,6,13.0,0.5455,durability_failure,내구성 고장,0.33333,0.15385,0.21642,0.17949,1,2,moderate
B0932WFJ12,2022-06,6,13.0,0.5455,durability_failure,내구성 고장,0.33333,0.15385,0.21642,0.17949,1,2,moderate
B07TP267QR,2023-01,6,26.0,0.5455,durability_failure,내구성 고장,0.33333,0.15385,0.21642,0.17949,1,2,moderate
B00545AU92,2017-05,6,13.0,0.5455,durability_failure,내구성 고장,0.33333,0.15385,0.21642,0.17949,1,2,moderate
B07SS5X3J1,2021-03,9,13.0,0.6429,purchase_warning,구매 경고,0.33333,0.15385,0.22419,0.17949,1,3,moderate
B07MCQDH3G,2020-08,9,13.0,0.6429,purchase_warning,구매 경고,0.33333,0.15385,0.22419,0.17949,1,3,moderate
B07XXS4H7T,2021-03,6,13.0,0.5455,incompatibility,호환 및 규격,0.33333,0.15385,0.2,0.17949,1,2,moderate
B0823P5GLQ,2020-06,13,39.0,0.7222,performance,성능 미달,0.30769,0.12821,0.22932,0.17949,1,4,strong
B00C29G7K4,2019-07,9,13.0,0.6429,durability_failure,내구성 고장,0.33333,0.15385,0.24147,0.17949,1,3,moderate
B08YMMLBKX,2022-05,19,22.0,0.7917,durability_failure,내구성 고장,0.31579,0.13636,0.26586,0.17943,1,6,strong
B0C1RSC7V5,2020-03,14,47.0,0.7368,durability_failure,내구성 고장,0.28571,0.10638,0.23056,0.17933,1,4,strong
B0C2HMPZRB,2022-11,19,32.0,0.7917,durability_failure,내구성 고장,0.21053,0.03125,0.18252,0.17928,1,4,strong
B00UVUZRHU,2017-03,5,48.0,0.5,performance,성능 미달,0.2,0.02083,0.11277,0.17917,1,1,weak
B074R7GK8V,2022-09,5,48.0,0.5,return_blocked,반품 차단,0.2,0.02083,0.10203,0.17917,1,1,weak
B07NS9N17G,2021-05,5,48.0,0.5,durability_failure,내구성 고장,0.2,0.02083,0.13806,0.17917,1,1,weak
B00UVUZRHU,2017-03,5,48.0,0.5,water_taste_filter,물맛 및 여과,0.2,0.02083,0.10116,0.17917,1,1,weak
B0BSF6FF2M,2020-04,5,48.0,0.5,purchase_warning,구매 경고,0.2,0.02083,0.11386,0.17917,1,1,weak
B0C8J6NNBT,2021-11,30,91.0,0.8571,performance,성능 미달,0.3,0.12088,0.26079,0.17912,1,9,strong
B06ZXZ5SFQ,2020-12,11,32.0,0.6875,build_quality,제작 품질,0.27273,0.09375,0.1941,0.17898,1,3,strong
B0BWBF4MN1,2016-05,11,32.0,0.6875,durability_failure,내구성 고장,0.27273,0.09375,0.21129,0.17898,1,3,strong
B0C7ZFZ7W7,2016-08,26,75.0,0.8387,incompatibility,호환 및 규격,0.19231,0.01333,0.16774,0.17897,1,5,strong
B09SHKSFBZ,2023-01,11,31.0,0.6875,durability_failure,내구성 고장,0.72727,0.54839,0.52379,0.17889,1,8,strong
B07YXRTY6F,2022-07,11,31.0,0.6875,durability_failure,내구성 고장,0.72727,0.54839,0.52379,0.17889,1,8,strong
B077V7FVHY,2021-02,20,33.0,0.8,durability_failure,내구성 고장,0.3,0.12121,0.25522,0.17879,1,6,strong
B09CDKYV4Z,2022-12,10,33.0,0.6667,durability_failure,내구성 고장,0.3,0.12121,0.22537,0.17879,1,3,strong
B09YC8YCV6,2017-09,58,103.0,0.9206,durability_failure,내구성 고장,0.27586,0.09709,0.26001,0.17877,1,16,strong
B08KCW7CH6,2022-02,9,23.0,0.6429,refund_warranty_cs,환불 보증 고객대응,0.22222,0.04348,0.15018,0.17874,1,2,moderate
B07THLMZ37,2021-10,9,23.0,0.6429,performance,성능 미달,0.22222,0.04348,0.15198,0.17874,1,2,moderate
B08BL18RF7,2021-06,9,23.0,0.6429,purchase_warning,구매 경고,0.22222,0.04348,0.15276,0.17874,1,2,moderate
B08KCW7CH6,2022-02,9,23.0,0.6429,return_blocked,반품 차단,0.22222,0.04348,0.14431,0.17874,1,2,moderate
B088MMFPK9,2017-06,15,47.0,0.75,incompatibility,호환 및 규격,0.2,0.02128,0.16,0.17872,1,3,strong
B07VYM8X4Q,2021-09,13,31.0,0.7222,durability_failure,내구성 고장,0.30769,0.12903,0.24337,0.17866,1,4,strong
B0747ZYS7R,2018-09,13,31.0,0.7222,durability_failure,내구성 고장,0.30769,0.12903,0.24337,0.17866,1,4,strong
B085LJDXV3,2021-02,14,28.0,0.7368,durability_failure,내구성 고장,0.21429,0.03571,0.17793,0.17857,1,3,strong
B07DNXWC18,2019-03,7,12.0,0.5833,durability_failure,내구성 고장,0.42857,0.25,0.28172,0.17857,1,3,moderate
B07YHLB84H,2020-11,8,14.0,0.6154,build_quality,제작 품질,0.25,0.07143,0.16197,0.17857,1,2,moderate
B00MAGCJEC,2016-09,8,14.0,0.6154,durability_failure,내구성 고장,0.25,0.07143,0.18312,0.17857,1,2,moderate
B0B4PSJ7X7,2023-02,8,14.0,0.6154,durability_failure,내구성 고장,0.25,0.07143,0.18312,0.17857,1,2,moderate
B0C2DQMJGQ,2017-06,12,28.0,0.7059,refund_warranty_cs,환불 보증 고객대응,0.25,0.07143,0.1825,0.17857,1,3,strong
B083535FSY,2020-05,8,28.0,0.6154,incompatibility,호환 및 규격,0.25,0.07143,0.16923,0.17857,1,2,moderate
B0C6L6LLS9,2019-06,8,14.0,0.6154,performance,성능 미달,0.25,0.07143,0.16367,0.17857,1,2,moderate
B09V27YWJ8,2022-12,7,28.0,0.5833,durability_failure,내구성 고장,0.42857,0.25,0.28172,0.17857,1,3,moderate
B07GR31TBW,2020-11,8,14.0,0.6154,performance,성능 미달,0.25,0.07143,0.16367,0.17857,1,2,moderate
B09133YZL4,2022-06,12,28.0,0.7059,refund_warranty_cs,환불 보증 고객대응,0.25,0.07143,0.1825,0.17857,1,3,strong
B07Q59JFJJ,2017-04,14,28.0,0.7368,refund_warranty_cs,환불 보증 고객대응,0.21429,0.03571,0.16329,0.17857,1,3,strong
B0BXHF9S26,2021-03,8,14.0,0.6154,performance,성능 미달,0.25,0.07143,0.16367,0.17857,1,2,moderate
B0CFMQLYHG,2021-09,14,56.0,0.7368,durability_failure,내구성 고장,0.35714,0.17857,0.28319,0.17857,1,5,strong
B07M7XYN2K,2021-01,8,14.0,0.6154,performance,성능 미달,0.25,0.07143,0.16367,0.17857,1,2,moderate
B0053F9LCK,2016-02,7,12.0,0.5833,durability_failure,내구성 고장,0.42857,0.25,0.28172,0.17857,1,3,moderate
B098W5ND23,2021-06,7,24.0,0.5833,durability_failure,내구성 고장,0.42857,0.25,0.28172,0.17857,1,3,moderate
B01I6MHNQC,2020-11,8,28.0,0.6154,leak_damage,누수 및 파손 피해,0.25,0.07143,0.16052,0.17857,1,2,moderate
B01IFPSKD0,2020-11,7,20.0,0.5833,durability_failure,내구성 고장,0.42857,0.25,0.28172,0.17857,1,3,moderate
B08HD1K6D9,2022-08,7,4.0,0.5833,leak_damage,누수 및 파손 피해,0.42857,0.25,0.25723,0.17857,1,3,moderate
B09LTXRGG9,2023-01,12,42.0,0.7059,leak_damage,누수 및 파손 피해,0.25,0.07143,0.18158,0.17857,1,3,strong
B01LWAPPVI,2021-02,14,28.0,0.7368,purchase_warning,구매 경고,0.28571,0.10714,0.21782,0.17857,1,4,strong
B09CDKYV4Z,2021-08,24,70.0,0.8276,refund_warranty_cs,환불 보증 고객대응,0.25,0.07143,0.21043,0.17857,1,6,strong
B00R1X7S5Y,2020-10,16,56.0,0.7619,durability_failure,내구성 고장,0.25,0.07143,0.2086,0.17857,1,4,strong
B0056I99WG,2017-12,12,42.0,0.7059,durability_failure,내구성 고장,0.25,0.07143,0.19886,0.17857,1,3,strong
B09V27YWJ8,2022-12,7,28.0,0.5833,refund_warranty_cs,환불 보증 고객대응,0.28571,0.10714,0.17521,0.17857,1,2,moderate
B09SHKSFBZ,2022-12,8,42.0,0.6154,refund_warranty_cs,환불 보증 고객대응,0.25,0.07143,0.16173,0.17857,1,2,moderate
B07GC6F1TT,2020-12,8,14.0,0.6154,build_quality,제작 품질,0.25,0.07143,0.16197,0.17857,1,2,moderate
B07YXY11SG,2021-09,7,24.0,0.5833,durability_failure,내구성 고장,0.42857,0.25,0.28172,0.17857,1,3,moderate
B08JQRPWPP,2022-03,8,42.0,0.6154,durability_failure,내구성 고장,0.25,0.07143,0.18312,0.17857,1,2,moderate
B015242TKW,2016-04,8,28.0,0.6154,durability_failure,내구성 고장,0.25,0.07143,0.18312,0.17857,1,2,moderate
B0C6LLJFR8,2019-02,7,8.0,0.5833,durability_failure,내구성 고장,0.42857,0.25,0.28172,0.17857,1,3,moderate
B08JGLDV36,2021-11,7,12.0,0.5833,incompatibility,호환 및 규격,0.42857,0.25,0.26666,0.17857,1,3,moderate
B0811C6NDZ,2021-12,8,14.0,0.6154,durability_failure,내구성 고장,0.25,0.07143,0.18312,0.17857,1,2,moderate
B08JGSDWXT,2021-12,14,36.0,0.7368,durability_failure,내구성 고장,0.42857,0.25,0.33582,0.17857,1,6,strong
B0BT8TKBY8,2019-10,5,46.0,0.5,purchase_warning,구매 경고,0.2,0.02174,0.11386,0.17826,1,1,weak
B072YQNJCR,2020-08,23,61.0,0.8214,incompatibility,호환 및 규격,0.3913,0.21311,0.32857,0.17819,1,9,strong
B0751KDVTP,2019-04,30,116.0,0.8571,refund_warranty_cs,환불 보증 고객대응,0.33333,0.15517,0.28864,0.17816,1,10,strong
B07Q5GR251,2019-11,14,65.0,0.7368,refund_warranty_cs,환불 보증 고객대응,0.28571,0.10769,0.21592,0.17802,1,4,strong
B01J37BG3A,2017-12,13,16.0,0.7222,durability_failure,내구성 고장,0.61538,0.4375,0.46559,0.17788,1,8,strong
B06X988TDB,2019-02,5,9.0,0.5,build_quality,제작 품질,0.4,0.22222,0.21056,0.17778,1,2,moderate
B07T3YWNH3,2021-08,5,18.0,0.5,durability_failure,내구성 고장,0.4,0.22222,0.23806,0.17778,1,2,moderate
B08ZHNDVGS,2022-06,5,9.0,0.5,incompatibility,호환 및 규격,0.4,0.22222,0.21999,0.17778,1,2,moderate
B08FDC5J1B,2020-10,5,9.0,0.5,refund_warranty_cs,환불 보증 고객대응,0.4,0.22222,0.21025,0.17778,1,2,moderate
B002R8JAWC,2020-07,5,18.0,0.5,incompatibility,호환 및 규격,0.4,0.22222,0.21999,0.17778,1,2,moderate
B00M25QLQS,2022-08,5,9.0,0.5,leak_damage,누수 및 파손 피해,0.4,0.22222,0.20868,0.17778,1,2,moderate
B07J3N1YD6,2022-07,5,9.0,0.5,durability_failure,내구성 고장,0.4,0.22222,0.23806,0.17778,1,2,moderate
B0C7GSPG5Q,2020-06,5,45.0,0.5,purchase_warning,구매 경고,0.2,0.02222,0.11386,0.17778,1,1,weak
B00KY5V4M4,2016-02,5,18.0,0.5,leak_damage,누수 및 파손 피해,0.4,0.22222,0.20868,0.17778,1,2,moderate
B08R7DSJNY,2022-02,5,9.0,0.5,incompatibility,호환 및 규격,0.4,0.22222,0.21999,0.17778,1,2,moderate
B07DQFHTVS,2019-10,18,80.0,0.7826,durability_failure,내구성 고장,0.27778,0.1,0.23394,0.17778,1,5,strong
B07WFFXFZB,2021-02,9,45.0,0.6429,purchase_warning,구매 경고,0.22222,0.04444,0.15276,0.17778,1,2,moderate
B0763SGBC6,2022-12,9,30.0,0.6429,durability_failure,내구성 고장,0.44444,0.26667,0.3129,0.17778,1,4,moderate
B088FQFTJK,2022-01,5,9.0,0.5,build_quality,제작 품질,0.4,0.22222,0.21056,0.17778,1,2,moderate
B07Q5GR251,2019-12,5,45.0,0.5,durability_failure,내구성 고장,0.6,0.42222,0.33806,0.17778,1,3,moderate
B07B9SKV9B,2022-06,5,18.0,0.5,durability_failure,내구성 고장,0.4,0.22222,0.23806,0.17778,1,2,moderate
B07SS5X3J1,2020-02,5,9.0,0.5,build_quality,제작 품질,0.4,0.22222,0.21056,0.17778,1,2,moderate
B0BVZN62WF,2020-05,15,45.0,0.75,incompatibility,호환 및 규격,0.2,0.02222,0.16,0.17778,1,3,strong
B00DH21WN2,2016-08,11,21.0,0.6875,leak_damage,누수 및 파손 피해,0.27273,0.09524,0.19292,0.17749,1,3,strong
B07YF9SGBW,2020-05,34,121.0,0.8718,purchase_warning,구매 경고,0.23529,0.05785,0.20868,0.17744,1,8,strong
B08SBJRJGV,2022-03,15,56.0,0.75,durability_failure,내구성 고장,0.26667,0.08929,0.21903,0.17738,1,4,strong
B0823P5GLQ,2020-12,16,55.0,0.7619,incompatibility,호환 및 규격,0.25,0.07273,0.2,0.17727,1,4,strong
B07LCSK4JY,2021-08,5,44.0,0.5,build_quality,제작 품질,0.2,0.02273,0.11056,0.17727,1,1,weak
B0C3CWNMQW,2022-09,5,88.0,0.5,water_taste_filter,물맛 및 여과,0.2,0.02273,0.10116,0.17727,1,1,weak
B00ZFS3OQ4,2018-10,14,27.0,0.7368,durability_failure,내구성 고장,0.21429,0.03704,0.17793,0.17725,1,3,strong
B09W5PBYKD,2022-01,14,27.0,0.7368,build_quality,제작 품질,0.21429,0.03704,0.16345,0.17725,1,3,strong
B07B9T1CZW,2019-12,14,27.0,0.7368,durability_failure,내구성 고장,0.21429,0.03704,0.17793,0.17725,1,3,strong
B0C36XXTMG,2020-05,14,54.0,0.7368,build_quality,제작 품질,0.21429,0.03704,0.16345,0.17725,1,3,strong
B001DHLGOS,2019-06,15,32.0,0.75,durability_failure,내구성 고장,0.33333,0.15625,0.26903,0.17708,1,5,strong
B08L8RDNP7,2022-12,6,32.0,0.5455,purchase_warning,구매 경고,0.33333,0.15625,0.19442,0.17708,1,2,moderate
B00KGLVJ3A,2018-10,6,32.0,0.5455,incompatibility,호환 및 규격,0.33333,0.15625,0.2,0.17708,1,2,moderate
B01LZHJF55,2020-10,8,41.0,0.6154,incompatibility,호환 및 규격,0.25,0.07317,0.16923,0.17683,1,2,moderate
B07H3B3278,2022-11,12,41.0,0.7059,purchase_warning,구매 경고,0.25,0.07317,0.18462,0.17683,1,3,strong
B081GPRXCJ,2020-05,9,22.0,0.6429,durability_failure,내구성 고장,0.22222,0.04545,0.17004,0.17677,1,2,moderate
B081GPRXCJ,2020-05,9,22.0,0.6429,purchase_warning,구매 경고,0.22222,0.04545,0.15276,0.17677,1,2,moderate
